"url","tytul","cena","zdjecie","sprzedajacy","lokalizacja","pozostala_liczba_par","minimalna_cena_dostawy","maksymalna_cena_dostawy","licznik_sprzedazy","stan","płeć","wysokość","materiał zewnętrzny","materiał wkładki","kolor","dostawa z Polski","rozmiar","marka","rodzaj obcasa","wysokość obcasa (cm)","fason","wysokość cholewki","kształt noska","waga (z opakowaniem)","typ","rodzaj"
"http://allegro.pl/botki-na-slupku-wsuwane-slip-on-slupek-z-dzetami-i6555864446.html","BOTKI NA SŁUPKU WSUWANE SLIP ON SŁUPEK Z DŻETAMI(6555864446)","69.90","https://a.allegroimg.com/s400/016862/488cb87d44cba1fac0250875027a","agiro_fashion","Zakrzew","4","8.6","14","6 osób kupiło 6 sztuk","nowy",NA,NA,"tworzywo skóropodobne","tworzywo sztuczne","czerń, wielokolorowy, inny kolor","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","5.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/y6-czarne-botki-na-plaskim-zamek-obcas-36-41-i6564744705.html","Y6 CZARNE BOTKI NA PŁASKIM ZAMEK OBCAS 36-41(6564744705)","49.89","https://b.allegroimg.com/s400/01e8dd/b4212a8e4b63b2db27da4bcadedb","sellYo_pl","Lublin","1097","14.97","35","2 osoby kupiły 2 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","tworzywo sztuczne","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","8.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/botki-koturny-czarne-zamsz-fredzle-boho-r-36-41-i6527239318.html","BOTKI KOTURNY CZARNE ZAMSZ FRĘDZLE BOHO R.36-41(6527239318)","44.99","https://b.allegroimg.com/s400/01e84b/e8c813e9481cbfcad903535bc8fb","CamShop","Radom","5","16","18","15 osób kupiło 15 sztuk","nowy",NA,NA,"inny materiał","tworzywo sztuczne","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","koturn","9.00",NA,NA,NA,"1.00 [kg]",NA,NA
"http://allegro.pl/nike-roshe-run-oreo-36-45-firma-okazja-kolory-i6524018502.html","NIKE ROSHE RUN OREO 36-45 FIRMA! OKAZJA! KOLORY!(6524018502)","153.00","https://1.allegroimg.com/s400/0140b6/89c52a05405ca0e7fca14e163eb1","fhkarmen","Warszawa","983",NA,NA,"17 osób kupiło 17 sztuk","nowy",NA,"niskie","inny materiał","inny materiał","biel, czerń, wielokolorowy, inny kolor",NA,"36, 37,5, 38, 39, 40, 41, 42, 43, 44, 45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/hit-niskie-szpilki-szpic-zarra-zamszowe-9-kolorow-i6075731483.html","HIT NISKIE SZPILKI SZPIC ZARRA ZAMSZOWE 9 KOLORÓW(6075731483)","69.00","https://d.allegroimg.com/s400/01a539/48aca4104389b2b7376c0b80991d","brilupl","Internet","421","7.99","19","47 osób kupiło 52 sztuki","nowy","produkt damski",NA,"tworzywo skóropodobne","tworzywo sztuczne","czerń, odcienie brązu i beżu, odcienie niebieskiego, odcienie pomarańczowego, odcienie szarości i srebra, wielokolorowy, odcienie różu, inny kolor","tak","35, 36, 37, 38, 39, 40","Inna marka","szpilka","9.00",NA,NA,"szpic",NA,NA,NA
"http://allegro.pl/buty-meskie-nike-air-jordan-1-mid-554724-021-i6497977532.html","Buty męskie NIKE AIR JORDAN 1 MID 554724-021(6497977532)","345.00","https://d.allegroimg.com/s400/01a9b9/8b9b1b2540fda8d0fc780a8f48dd","gimnastyczny_pl","Wrocław","1","8.6","9","38 osób kupiło 38 par","nowy","produkt męski","wysokie","skóra naturalna","inny materiał","czerń","tak","40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 47,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/hit-jesieni-kozaki-bez-i-czarne-slupek-skora-beyco-i6398068256.html","HIT JESIENI KOZAKI beż i czarne SŁUPEK SKÓRA BEYCO(6398068256)","329.00","https://6.allegroimg.com/s400/013000/b9810abf4e5dbd55b44c294d2f46","12Aligator15","@","80",NA,NA,"39 osób kupiło 44 sztuki","nowy",NA,NA,"skóra naturalna","skóra naturalna","czerń, odcienie brązu i beżu, odcienie szarości i srebra, odcienie różu",NA,"36, 37, 38, 39, 40","Inna marka","słupek","8.00","muszkieterki","do kolana","migdałowy",NA,NA,NA
"http://allegro.pl/kozaki-plaskie-saszki-lancuszek-destynee-szare-i6517381972.html","-% KOZAKI PŁASKIE SASZKI ŁAŃCUSZEK DESTYNEE SZARE(6517381972)","59.00","https://9.allegroimg.com/s400/0628cd/34de643f47c2b6b6907a90bd68d9","RedPumps","warszawa","3","8","10","14 osób kupiło 14 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","odcienie szarości i srebra","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.50","saszki","do połowy łydki","okrągły",NA,NA,NA
"http://allegro.pl/buty-damskie-ocieplane-botki-p-ad24-szare-i6557604948.html","Buty damskie OCIEPLANE BOTKI P Ad24 Szare(6557604948)","79.90","https://8.allegroimg.com/s400/01393d/d782a20c47ad810887b6c5bde7d8","Selui","Myszków","17","7.49","11.9","4 osoby kupiły 4 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","odcienie szarości i srebra","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/trampki-tenisowki-balerinki-wiazane-biale-12-i6462161892.html","Trampki tenisówki balerinki wiązane białe 12(6462161892)","29.00","https://4.allegroimg.com/s400/017c15/2872fa704c6ca38d0a7cdc5a2724","MStyleFashion","Myszków","15","8.6","17","25 osób kupiło 25 par","nowy","produkt damski","niskie","tworzywo skóropodobne","inny materiał","biel, odcienie niebieskiego, odcienie zieleni, odcienie żółtego i złota, wielokolorowy, odcienie czerwieni, odcienie różu","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,NA,"wiązane",NA
"http://allegro.pl/5470-ekskluzywne-czarne-kozaki-za-kolano-36-41-i5650763280.html","5470 EKSKLUZYWNE CZARNE KOZAKI ZA KOLANO 36-41(5650763280)","89.99","https://a.allegroimg.com/s400/01cf45/63af6cfb49f69393905f83ccf93a","ibuciki_pl","Ostrowiec Świętokrzyski","239","9.99","17.99","78 osób kupiło 89 par","nowy","produkt damski",NA,"inny materiał","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","8.50","inny fason","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/kozaki-za-kolano-zamsz-slupek-na-slupku-3035-black-i6536333913.html","KOZAKI ZA KOLANO ZAMSZ SŁUPEK NA SŁUPKU 3035 BLACK(6536333913)","129.99","https://c.allegroimg.com/s400/016f3f/f3c9335f4c0085e2e25628cfeacc","FASHION__QUEEN","Przemyśl","19","13","19","12 osób kupiło 13 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","35, 36, 37, 38, 39, 40","Inna marka","słupek","8.50","klasyczne","powyżej kolana","migdałowy","2.00 [kg]",NA,NA
"http://allegro.pl/buty-nike-wmns-md-runner-2-mid-807172-001-i6566787887.html","buty NIKE WMNS MD RUNNER 2 MID 807172-001(6566787887)","199.00","https://7.allegroimg.com/s400/012d29/5f044d704293844e22a30ebd6c67","JWT1","Warszawa","10","8.6","12","2 osoby kupiły 2 pary","nowy","produkt damski","wysokie","inny materiał","inny materiał","czerń, odcienie szarości i srebra",NA,"38, 38,5, 39, 40, 40,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/azurowe-botki-z-suwakiem-90902-czarny-i6566321462.html","AŻUROWE BOTKI Z SUWAKIEM 90902 CZARNY(6566321462)","39.99","https://a.allegroimg.com/s400/01578d/eed756894d16aced2d19895ebcea","GEMRE","Ząbki","28","12","17","1 osoba kupiła 1 parę","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40","Inna marka","płaski obcas","3.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-adidas-zx-flux-originals-s32279-czarne-i6449590620.html","Buty męskie adidas ZX FLUX ORIGINALS S32279 czarne(6449590620)","289.00","https://4.allegroimg.com/s400/01991d/691031764d398779d300cb620c54","gimnastyczny_pl","Wrocław","98","8.6","9","47 osób kupiło 47 par","nowy","produkt męski","niskie","tkanina","inny materiał","czerń","tak","40,5, 41,5, 42, 42,5, 43,5, 44, 44,5, 45,5, 46, 46,5, 47,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/szare-koturny-sneakersy-z-fredzlami-czarne-bez-i6501916051.html","SZARE KOTURNY SNEAKERSY Z FRĘDZLAMI CZARNE BEŻ !!!(6501916051)","97.00","https://2.allegroimg.com/s400/01e2b5/ec0bd67e4718b82ebb7bc181b292","wonski1972","radom","7","8.6","14","24 osoby kupiły 27 par","nowy","produkt uniseks",NA,"inny materiał","inny materiał","biel, odcienie szarości i srebra, inny kolor","tak","35, 36, 37, 38, 39, 40","Inna marka","koturn","6.00",NA,NA,NA,"0.60 [kg]",NA,NA
"http://allegro.pl/skorzane-czerwone-glany-ocieplane-trapery-wishot-i6566754487.html","SKÓRZANE czerwone GLANY ocieplane TRAPERY WISHOT(6566754487)","159.90","https://5.allegroimg.com/s400/014d8b/45c358004fa68bc46339cdbf8005","www_butyraj_pl","Inowrocław","6",NA,NA,"2 osoby kupiły 2 pary","nowy","produkt damski",NA,"skóra naturalna","inny materiał","odcienie czerwieni","tak","36, 37, 38, 39","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/ocieplane-trekingi-timbery-sniegowce-128-1-camel-i6561732322.html","OCIEPLANE TREKINGI TIMBERY ŚNIEGOWCE 128-1 CAMEL(6561732322)","54.99","https://7.allegroimg.com/s400/01b2d6/80684af54d26b6fb493fbca8d197","GEMRE","Ząbki","109","12","17","5 osób kupiło 5 par","nowy","produkt męski",NA,"tworzywo skóropodobne","skóra naturalna","odcienie brązu i beżu","tak","41, 42, 43, 44, 45, 46","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-adidas-v-run-vs-f99405-i6515211629.html","BUTY ADIDAS V RUN VS F99405(6515211629)","149.00","https://3.allegroimg.com/s400/0107ce/3e2b2ccf4953916002fb9942f213","storeshoes","INTERNET","11","8.6","13.99","37 osób kupiło 37 sztuk","nowy",NA,"niskie","inny materiał","inny materiał","inny kolor","tak","40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/wkladki-filcowe-grubosc-6-mm-rozmiar-35-48-i6565182591.html","WKŁADKI FILCOWE GRUBOŚĆ 6 MM ROZMIAR 35 - 48 !!!!!(6565182591)","1.20","https://9.allegroimg.com/s400/013b30/1bcf2e6143caa56625f5b6a4a9d9","alix58","Chełm","275","4.5","7.5",NA,NA,"produkt uniseks",NA,NA,NA,NA,"tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"wkładki"
"http://allegro.pl/meskie-zimowe-sztyblety-skora-polb-ocieplane-39-46-i6540847640.html","MĘSKIE ZIMOWE SZTYBLETY SKÓRA POLB OCIEPLANE 39-46(6540847640)","98.00","https://3.allegroimg.com/s400/01b40b/69eda469455e949c788690ff9213","exclusive-moda","Szebnie","1454","12","18","15 osób kupiło 15 par","nowy","produkt męski",NA,"skóra naturalna","inny materiał","czerń, odcienie brązu i beżu, odcienie niebieskiego, odcienie żółtego i złota","tak","39, 40, 41, 42, 43, 44, 45, 46","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/hit-botki-sneakersy-na-koturnie-czarne-koturn-rzep-i6509260891.html","HIT BOTKI SNEAKERSY NA KOTURNIE CZARNE KOTURN RZEP(6509260891)","99.90","https://c.allegroimg.com/s400/012282/a04a5fea467d83e04a58174c5ddc","agiro_fashion","Zakrzew","17","8.6","14","18 osób kupiło 18 sztuk","nowy",NA,NA,"tworzywo skóropodobne","tworzywo sztuczne","czerń, odcienie szarości i srebra, wielokolorowy, inny kolor","tak","36, 37, 38, 39, 40, 41","Inna marka","koturn","5.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/muszkieterki-strecz-na-plaskim-obcasie-natalex-i6477105764.html","MUSZKIETERKI STRECZ NA PŁASKIM OBCASIE NATALEX(6477105764)","148.00","https://a.allegroimg.com/s400/01ddad/66ed90934fd49261ee3bea2d305a","obuwie-natalex","ŁOCHÓW","310","15","19","34 osoby kupiły 34 sztuki","nowy","produkt damski",NA,"tkanina","inny materiał","czerń","tak","35, 36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","3.00","muszkieterki","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/buty-led-swiecace-podswietlane-hit-roku-uniseks-i6476940111.html","Buty LED Świecące Podświetlane HIT ROKU! - UNISEKS(6476940111)","69.99","https://9.allegroimg.com/s400/016218/709c15a24206b4e695fdd3058ec9","TOPHUNTERPL","Chiny","11971","39","39","11 osób kupiło 11 sztuk","nowy","produkt uniseks",NA,"tworzywo skóropodobne","inny materiał","biel, czerń","nie","35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-adidas-superstar-j-c77154-rozmiar-36-40-i6562412192.html","Buty adidas SUPERSTAR J C77154 Rozmiar 36 - 40(6562412192)","190.00","https://a.allegroimg.com/s400/01446e/fd185b5e4caf9ece6384c4d95dda","DEKSTER88","Wesoła ","23","9.99","12.99","5 osób kupiło 5 sztuk","nowy",NA,"niskie","skóra naturalna","inny materiał","biel, czerń, odcienie żółtego i złota","tak","36, 36,5, 37, 37,5, 38, 38,5, 39, 40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/saway-czerwone-botki-sneakersy-klodka-wloska-skora-i6543423869.html","SAWAY CZERWONE BOTKI SNEAKERSY KŁÓDKA WŁOSKA SKÓRA(6543423869)","249.00","https://0.allegroimg.com/s400/019d14/a5fdcbb1436aadf3377ac0409640","www_saway_pl","Kraków","17",NA,NA,"12 osób kupiło 13 sztuk","nowy",NA,NA,"skóra naturalna","skóra naturalna","odcienie czerwieni","tak","35, 36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.20",NA,NA,NA,NA,NA,NA
"http://allegro.pl/pb-klasyczne-botki-na-slupku-klamra-3-kolory-36-41-i6518021623.html","PB KLASYCZNE BOTKI NA SŁUPKU KLAMRA 3 KOLORY 36-41(6518021623)","54.99","https://f.allegroimg.com/s400/016c4d/3cbf730d41f5a1d39b69afd69daf","sellYo_pl","Lublin","1187","14.97","35","22 osoby kupiły 27 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń, odcienie niebieskiego, odcienie szarości i srebra","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","10.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-damskie-reebok-classic-leather-50151-biale-i6276405215.html","Buty damskie Reebok Classic Leather 50151 BIAŁE(6276405215)","158.90","https://d.allegroimg.com/s400/011def/c09130aa4788975cc81e27e5bb8d","EO-hurtownia","INTERNET","168","8.6","12","21 osób kupiło 21 par","nowy",NA,"niskie","skóra naturalna","inny materiał","biel","tak","35, 36, 36,5, 37, 38, 38,5, 39",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/hit-kozaki-za-kolano-szare-zamszowe-muszkieterki-i6431793681.html","HIT! KOZAKI ZA KOLANO SZARE ZAMSZOWE MUSZKIETERKI(6431793681)","119.90","https://4.allegroimg.com/s400/01411c/a5970559489a9094a3964bc01b94","agiro_fashion","Zakrzew","5","8.6","14","31 osób kupiło 32 sztuki","nowy",NA,NA,"tworzywo skóropodobne","tworzywo sztuczne","czerń, odcienie szarości i srebra, wielokolorowy, inny kolor","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.00","muszkieterki","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/buty-reebok-royal-cl-jogger-2l-v70722-i6377879854.html","Buty Reebok ROYAL CL JOGGER 2L V70722(6377879854)","159.00","https://4.allegroimg.com/s400/01f3a2/0206fdbc4c52ae88b566a64290a4",NA,"Internet","168",NA,NA,"81 osób kupiło 83 pary","nowy",NA,"niskie","inny materiał","inny materiał","biel, czerń, odcienie szarości i srebra","tak","40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47, 48,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/czarne-kozaki-oficerki-skora-buty-zimowe-ocieplane-i6557894261.html","Czarne kozaki oficerki skóra buty zimowe ocieplane(6557894261)","199.99","https://2.allegroimg.com/s400/01e9f8/4242857247a684993eeef6b0f832","hyperboy","Kalwaria Zebrzydowska","25","16.01","23.01","7 osób kupiło 7 par","nowy","produkt damski",NA,"skóra naturalna","inny materiał","czerń","tak","35, 36, 37, 38, 39, 40, 41, 42","Inna marka","płaski obcas","3.50","oficerki","do kolana","migdałowy",NA,NA,NA
"http://allegro.pl/reebok-ex-o-fit-hi-3477-buty-damskie-i6533874339.html","REEBOK EX-O-FIT HI 3477 buty damskie(6533874339)","169.00","https://2.allegroimg.com/s400/019f04/a9258414437ebc360d2995e45182","ATK-Fashion","Poznań","15","8.3","11","13 osób kupiło 13 sztuk","nowy","produkt damski","wysokie","skóra naturalna","tworzywo sztuczne","biel","tak","36, 37,5, 39, 40, 40,5, 41, 42",NA,NA,NA,NA,NA,NA,"0.70 [kg]",NA,NA
"http://allegro.pl/tr506-zimowe-cieple-trapery-expander-wyprzedaz-i6554406338.html","TR506 zimowe CIEPŁE TRAPERY Expander WYPRZEDAŻ!(6554406338)","69.00","https://d.allegroimg.com/s400/0172c0/da7db334435cb5005ab49325453d","sic12345","SIEDLCE","10","8.6","12.18","6 osób kupiło 6 sztuk","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","czerń","tak","41, 42, 43, 44, 45, 46","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/quechua-cieple-meskie-buty-zimowe-39-47-membrana-i6543575427.html","QUECHUA Ciepłe Męskie Buty ZIMOWE 39-47 MEMBRANA(6543575427)","149.99","https://d.allegroimg.com/s400/01a38e/21c0a4d7411b99baf5ef3484cc6d","rafal2944","Żory","78","14","20","9 osób kupiło 9 sztuk","nowy",NA,NA,"inny materiał","inny materiał","czerń, odcienie szarości i srebra",NA,"39, 40, 41, 42, 43, 44, 45, 46, 47","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/kalosze-sztyblety-krotkie-botki-meliski-czarne-i5948370172.html","KALOSZE SZTYBLETY KRÓTKIE BOTKI MELISKI CZARNE %%(5948370172)","29.99","https://a.allegroimg.com/s400/01b437/6ebb0de242358ab6bfee569009ca","Jennifer_SC","Częstochowa","149","7.5","11","201 osób kupiło 236 sztuk","nowy",NA,NA,"guma","inny materiał","czerń",NA,"36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/hit-cenowy-botki-trampki-granat-czarne-l34-i6461997665.html","HIT CENOWY !!! Botki Trampki Granat,Czarne L34(6461997665)","17.90","https://4.allegroimg.com/s400/014e1e/12cb5f4748ae8b0d4056abd16bd4","aslander_pl","internet","177","13","17","33 osoby kupiły 34 pary","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","czerń, odcienie niebieskiego",NA,"36, 37, 38, 39, 40","Inna marka","płaski obcas","1.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/lbhx178-czarne-kozaki-zamszowe-oficerki-za-kolano-i6561881961.html","LBHX178 CZARNE KOZAKI ZAMSZOWE OFICERKI ZA KOLANO(6561881961)","89.99","https://d.allegroimg.com/s400/01af94/8490ac2243d79d9b4c160c21d5cd","HurtowniaStylu","KOSZALIN","17","11","21","4 osoby kupiły 4 pary","nowy","produkt damski",NA,"inny materiał","inny materiał","czerń","tak","36, 37, 38, 39, 40","Inna marka","płaski obcas","3.00","oficerki","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/buty-damskie-skora-botki-sztyblety-kozaki-workery-i6557494810.html","BUTY DAMSKIE SKÓRA BOTKI SZTYBLETY KOZAKI WORKERY(6557494810)","299.00","https://3.allegroimg.com/s400/0197dc/28ffd8794625be2dd11e49bc1d33","butiq-Claudia","Kraków","590","7.99","25","4 osoby kupiły 4 sztuki","nowy","produkt damski",NA,"skóra naturalna","skóra naturalna","czerń, inny kolor","tak","36, 37, 38, 39, 40, 41","Inna marka","inny","2.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-halowe-sportowe-halowki-mercurial-231h-2-i6465113502.html","BUTY HALOWE SPORTOWE HALÓWKI MERCURIAL 231H-2(6465113502)","65.00","https://7.allegroimg.com/s400/01626e/7059f447412c9a45f6285f3dd4b7","BUTY-ROKLAND","Rzeszów","12","11","16","34 osoby kupiły 34 pary","nowy",NA,"niskie","tworzywo skóropodobne","inny materiał","czerń, odcienie niebieskiego","tak","37, 38, 39, 40, 41, 42, 43, 44, 45, 46","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/azurowe-kozaki-botki-przewiewne-suwak-6769-navy-i6447113961.html","AŻUROWE KOZAKI BOTKI PRZEWIEWNE SUWAK 6769 NAVY(6447113961)","39.99","https://1.allegroimg.com/s400/0120a0/6755c75f4fbaa90402e3dd36d8f1","GEMRE","Ząbki","29","12","17","33 osoby kupiły 33 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","odcienie niebieskiego","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","1.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-trapery-trekkingowe-zimowe-meskie-81905-black-i6536681885.html","BUTY TRAPERY TREKKINGOWE ZIMOWE MĘSKIE 81905 BLACK(6536681885)","79.00","https://b.allegroimg.com/s400/010ebb/02f7a5e144eca3da85b0098981ab","BUTY-ROKLAND","Rzeszów","17","11","16","14 osób kupiło 18 par","nowy",NA,NA,"skóra naturalna","inny materiał","czerń, odcienie szarości i srebra",NA,"41, 42, 43, 44, 45, 46","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-nike-md-runner-2-gs-807319-402-wyprzedaz-i6475100739.html","Buty Nike MD Runner 2 GS 807319 402 Wyprzedaż !(6475100739)","129.00","https://7.allegroimg.com/s400/01e8ce/eac6ee63437f8ba0a7f54784f297","tampa_aukcje","Kraków","151","8.6","12","33 osoby kupiły 34 sztuki","nowy",NA,"niskie","tkanina","inny materiał","biel, odcienie niebieskiego, odcienie pomarańczowego, wielokolorowy, inny kolor",NA,"35,5, 36, 36,5, 37,5, 38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/szpilki-w-szpic-wszystkie-kolory-skorzane-wkladki-i6498328993.html","SZPILKI W SZPIC WSZYSTKIE KOLORY -SKORZANE WKLADKI(6498328993)","59.90","https://f.allegroimg.com/s400/01bd31/aeca372e48a589bbee2ac440285f","BLANK0","Łomża","170","13","19","26 osób kupiło 29 par","nowy",NA,NA,"tworzywo skóropodobne","skóra naturalna","biel, czerń, odcienie brązu i beżu, odcienie fioletu, odcienie niebieskiego, odcienie pomarańczowego, odcienie szarości i srebra, odcienie zieleni, odcienie żółtego i złota, wielokolorowy, odcienie czerwieni, odcienie różu, inny kolor","tak","36, 37, 38, 39, 40, 41","Inna marka","szpilka","10.00",NA,NA,"szpic",NA,NA,NA
"http://allegro.pl/sniegowce-botki-futro-logo-sneakers-a6-czarne-i6509345846.html","-%%% ŚNIEGOWCE BOTKI FUTRO LOGO SNEAKERS A6 CZARNE(6509345846)","99.99","https://3.allegroimg.com/s400/012fb0/b1bc218746918aaa5af8b969f653","FASHION__QUEEN","Przemyśl","92","13","19","21 osób kupiło 24 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń, wielokolorowy, inny kolor","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","3.50",NA,NA,NA,"2.00 [kg]",NA,NA
"http://allegro.pl/polskie-modne-kozaki-za-kolano-4-kolory-od-35-40-i6471293372.html","POLSKIE MODNE KOZAKI ZA KOLANO 4 KOLORY ! od 35-40(6471293372)","139.00","https://c.allegroimg.com/s400/011dab/e776847b445091b98f80f8f3f31c","ELLABUT","CZĘSTOCHOWA","551","13","20","41 osób kupiło 43 pary","nowy",NA,NA,"inny materiał","inny materiał","czerń, odcienie brązu i beżu, odcienie szarości i srebra","tak","35, 36, 37, 38, 39, 40","Inna marka","słupek","8.00","muszkieterki","powyżej kolana","migdałowy",NA,NA,NA
"http://allegro.pl/e1a-czarne-militarne-sztyblety-polskie-ocieplane-i6565479077.html","E1A CZARNE militarne sztyblety POLSKIE ocieplane(6565479077)","125.99","https://a.allegroimg.com/s400/01d951/747216c745129faf6f6709a3be7a","malibu_hulahop","Myszków","66","8.6","14","3 osoby kupiły 3 pary","nowy","produkt męski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","39, 40, 41, 42, 43, 44, 45","Inna marka",NA,NA,"sznurowane",NA,NA,NA,NA,NA
"http://allegro.pl/czarne-damskie-ocieplane-zamszowe-botki-na-slupku-i6495314149.html","CZARNE DAMSKIE OCIEPLANE ZAMSZOWE BOTKI NA SŁUPKU(6495314149)","75.00","https://b.allegroimg.com/s400/01f559/a7c38bc14979b419127317ed38bb","www_BUTOSKLEP_pl","Wieruszów","16","7","9","23 osoby kupiły 27 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń, inny kolor","tak","35, 36, 37, 38, 39, 40, 41","Inna marka","słupek","7.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/saway-botki-z-klodka-sneakersy-koturn-wloska-skora-i6543315013.html","SAWAY BOTKI Z KŁÓDKĄ SNEAKERSY KOTURN WŁOSKA SKÓRA(6543315013)","249.00","https://e.allegroimg.com/s400/0151a2/5285aaff4aab9260562c9431f18e","www_saway_pl","Kraków","24",NA,NA,"11 osób kupiło 11 sztuk","nowy",NA,NA,"skóra naturalna","skóra naturalna","odcienie szarości i srebra","tak","35, 36, 37, 38, 39, 40, 41","Inna marka","koturn","6.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/ekskluzywne-szare-zamszowe-kozaki-wolski-la-la-i6565677862.html","EKSKLUZYWNE SZARE ZAMSZOWE KOZAKI WOLSKI LA LA(6565677862)","335.00","https://6.allegroimg.com/s400/01ec93/fc0e55f24c2f89e78a3b41e84d66","Am_HoBs","INTERNET","8","16","17","2 osoby kupiły 2 sztuki","nowy",NA,NA,"skóra naturalna","skóra naturalna","odcienie szarości i srebra","tak","36, 37, 38, 39, 40","Inna marka","słupek","8.00","klasyczne","do kolana","inny kształt",NA,NA,NA
"http://allegro.pl/clleopatra-lakierowane-botki-szpila-guma-bez-l83-i6557782752.html","*Clleopatra* Lakierowane Botki Szpila Guma Beż L83(6557782752)","25.50","https://a.allegroimg.com/s400/017e42/bfe6c728461e944a198734ae1d3a","clleopatra","@","105","14","18.5","5 osób kupiło 5 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","odcienie brązu i beżu","tak","36, 37, 38, 39, 40, 41","Inna marka","szpilka","12.50",NA,NA,NA,NA,NA,NA
